Title(BHK),location,Carpet Area(sqft),Floor No.,Total Floors,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Parking Spaces,Parking Type
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,mumbai,935,20,48,Resale,Semi-Furnished,North - East,Garden/Park,2,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,chandigarh,1100,2,4,New Property,Semi-Furnished,East,Garden/Park,3,3,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,kolkata,882,2,5,Resale,Unfurnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
2,kanpur,700,1,2,Resale,Semi-Furnished,North,Main Road,2,2,1,Open
5,gurgaon,4350,10,17,Resale,Semi-Furnished,East,"Garden/Park, Pool",5,4,3,Covered
3,faridabad,1850,1,3,Resale,Unfurnished,North - West,Garden/Park,2,2,1,Open
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
2,bhiwadi,750,8,13,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",1,3,1,Covered
2,jaipur,732,3,6,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
4,gurgaon,2300,3,4,New Property,Semi-Furnished,North,Garden/Park,4,2,2,Covered
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,guwahati,800,3,3,Resale,Furnished,East,Garden/Park,2,1,1,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,ahmedabad,1463,9,12,Resale,Unfurnished,North,Garden/Park,3,3,2,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
1,palghar,403,2,4,Resale,Semi-Furnished,North - East,Garden/Park,1,1,1,Open
2,surat,798,4,8,Resale,Furnished,East,"Garden/Park, Main Road",2,1,1,"Covered,"
2,patna,778,1,3,New Property,Semi-Furnished,East,Main Road,2,3,1,Covered
2,siliguri,950,1,4,New Property,Unfurnished,North,Main Road,2,1,1,Open
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
3,jaipur,980,0,5,New Property,Unfurnished,East,Main Road,2,2,1,Open
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
2,ahmedabad,900,2,5,Resale,Semi-Furnished,East,Main Road,2,1,1,Covered
2,raipur,800,2,8,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,"Covered,"
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,new-delhi,1700,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
2,hyderabad,934,5,12,New Property,Unfurnished,West,Garden/Park,2,1,1,Covered
4,gurgaon,2350,1,19,Resale,Semi-Furnished,East,Garden/Park,5,3,2,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,jaipur,1250,2,2,Resale,Unfurnished,West,Main Road,3,2,2,"Covered,"
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
2,hyderabad,1130,1,5,Resale,Semi-Furnished,West,Main Road,2,1,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,faridabad,1259,6,14,Resale,Semi-Furnished,North,Main Road,2,3,1,Open
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
4,new-delhi,1625,4,10,Resale,Unfurnished,East,"Garden/Park, Main Road",3,2,1,"Covered,"
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
2,siliguri,706,3,4,New Property,Unfurnished,North - East,"Garden/Park, Pool",2,1,1,Covered
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
3,greater-noida,1121,20,20,New Property,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,chennai,500,1,2,New Property,Unfurnished,West,"Garden/Park, Main Road",2,1,1,"Covered,"
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
3,faridabad,1276,7,11,Resale,Unfurnished,North,Garden/Park,2,3,1,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
1,pune,436,5,5,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,1,Covered
2,lucknow,600,5,11,Resale,Unfurnished,East,Main Road,2,4,1,Open
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
1,mohali,635,2,3,New Property,Semi-Furnished,North - East,Main Road,1,2,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,jaipur,1058,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,gurgaon,1000,2,2,Resale,Unfurnished,North - East,"Garden/Park, Pool",3,2,1,Open
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
2,kalyan,750,0,10,New Property,Furnished,East,Garden/Park,2,1,1,Open
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
5,ghaziabad,2900,1,4,New Property,Unfurnished,East,Main Road,4,3,1,Covered
1,ghaziabad,400,2,3,Resale,Unfurnished,East,Main Road,1,1,1,Open
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,mohali,1475,9,12,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
2,bhiwadi,750,2,14,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",1,2,1,Open
3,bangalore,1880,6,25,Resale,Semi-Furnished,East,"Pool, Garden/Park",3,2,1,"Covered,"
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,faridabad,1600,1,4,New Property,Semi-Furnished,North,"Garden/Park, Main Road",3,2,1,"Covered,"
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
2,greater-noida,1005,12,24,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,2,1,"Covered,"
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
2,navi-mumbai,799,10,26,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
2,ahmedabad,800,3,16,Resale,Unfurnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
2,noida,980,29,44,Resale,Semi-Furnished,North,"Garden/Park, Main Road",1,1,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,chennai,750,1,4,New Property,Unfurnished,East,Garden/Park,2,1,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,gurgaon,850,2,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",3,3,1,"Covered,"
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,pune,1252,8,16,New Property,Semi-Furnished,East,Garden/Park,3,2,1,Covered
4,pune,1500,8,21,Resale,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,2,Covered
3,jaipur,1086,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
4,greater-noida,2320,6,12,Resale,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",5,5,1,"Covered,"
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
2,pune,750,7,11,Resale,Unfurnished,East,Garden/Park,2,2,1,Covered
3,chandigarh,1105,11,11,Resale,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,ghaziabad,1180,12,23,Resale,Semi-Furnished,North - East,Main Road,3,5,2,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
2,pune,800,8,22,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,faridabad,1238,2,2,Resale,Semi-Furnished,East,Garden/Park,3,3,1,Open
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
4,lucknow,1520,10,10,Resale,Furnished,North,"Pool, Garden/Park, Main Road",4,3,1,"Covered,"
2,siliguri,795,3,4,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
2,vadodara,700,5,5,New Property,Unfurnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
3,visakhapatnam,1250,2,5,Resale,Unfurnished,East,Main Road,2,2,1,Covered
2,surat,770,5,11,Resale,Unfurnished,North - East,"Garden/Park, Main Road",2,2,1,Covered
2,vijayawada,900,5,5,Resale,Unfurnished,East,Main Road,2,1,1,Covered
3,thane,950,5,33,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,2,2,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,lucknow,1400,9,21,Resale,Unfurnished,North - East,"Garden/Park, Pool",3,4,1,Covered
3,greater-noida,1121,20,20,New Property,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
4,jamshedpur,3330,1,2,New Property,Unfurnished,East,Main Road,4,2,1,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
1,kalyan,420,0,7,Resale,Semi-Furnished,East,Garden/Park,1,1,1,Open
3,jaipur,1000,0,5,New Property,Semi-Furnished,East,Main Road,2,2,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,faridabad,800,1,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,2,1,"Covered,"
3,chennai,1458,3,4,New Property,Unfurnished,East,Garden/Park,3,1,1,Covered
3,jaipur,980,0,5,New Property,Unfurnished,East,Main Road,2,2,1,Open
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,faridabad,1300,5,9,Resale,Semi-Furnished,West,"Garden/Park, Main Road",3,2,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,pune,1240,2,12,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,kolkata,3900,5,9,Resale,Unfurnished,South - East,"Garden/Park, Pool, Main Road",4,2,2,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
2,pune,660,9,11,New Property,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,nagpur,1200,1,10,New Property,Unfurnished,East,Main Road,3,3,1,Covered
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
4,faridabad,1620,0,2,Resale,Unfurnished,East,"Garden/Park, Main Road",3,2,1,Open
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
2,mumbai,680,19,42,Resale,Furnished,North,Garden/Park,2,0,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,kolkata,861,6,14,New Property,Unfurnished,South -West,Main Road,2,1,1,Covered
4,faridabad,2150,2,4,New Property,Semi-Furnished,North,Main Road,3,2,2,Covered
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
2,greater-noida,616,16,27,New Property,Unfurnished,South -West,"Garden/Park, Main Road",2,3,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,faridabad,2250,1,4,New Property,Semi-Furnished,West,Main Road,3,2,2,Covered
3,greater-noida,1250,23,25,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,4,1,"Covered,"
4,ahmedabad,2200,13,14,New Property,Furnished,North - East,"Garden/Park, Main Road",5,3,2,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,ahmedabad,1107,2,5,Resale,Furnished,East,"Garden/Park, Main Road",2,2,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,udupi,1550,4,5,Resale,Semi-Furnished,North,"Garden/Park, Main Road",3,3,3,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
4,mohali,1950,1,15,Resale,Semi-Furnished,North,"Garden/Park, Pool",4,3,1,Covered
1,palghar,415,2,5,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
1,mumbai,455,12,22,Resale,Unfurnished,East,"Garden/Park, Pool",2,1,1,Open
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,ghaziabad,1250,12,17,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
2,bangalore,650,2,5,New Property,Unfurnished,East,"Garden/Park, Main Road",2,2,2,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,jaipur,1000,0,5,New Property,Semi-Furnished,East,Main Road,2,2,1,Covered
3,siliguri,1020,4,4,New Property,Unfurnished,North,Main Road,2,1,1,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,faridabad,1276,7,11,Resale,Unfurnished,North,Garden/Park,2,3,1,Covered
3,agra,1328,5,5,Resale,Semi-Furnished,East,Garden/Park,2,2,1,Covered
3,bangalore,2726,7,13,Resale,Unfurnished,West,Pool,3,3,2,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,bhiwadi,745,1,4,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,1,Open
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,jaipur,1230,4,11,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
2,thane,620,5,7,Resale,Semi-Furnished,North,Garden/Park,1,1,1,Covered
3,chandigarh,1000,2,4,New Property,Semi-Furnished,East,Garden/Park,3,2,1,Open
4,surat,2000,2,11,Resale,Furnished,East,"Garden/Park, Main Road",4,1,1,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
3,noida,1750,14,20,New Property,Unfurnished,North - East,"Garden/Park, Pool",4,3,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
2,zirakpur,1050,0,6,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
4,gurgaon,2133,2,4,New Property,Semi-Furnished,North,"Garden/Park, Main Road",4,2,2,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
3,bangalore,1900,5,20,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,jaipur,1086,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,hyderabad,2100,7,17,Resale,Semi-Furnished,East,Main Road,3,2,2,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
5,udupi,2000,1,2,Resale,Semi-Furnished,East,"Main Road, Not Available",4,4,2,Covered
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
2,greater-noida,971,20,20,New Property,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
4,bangalore,1375,9,12,New Property,Unfurnished,West,Main Road,3,3,2,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
2,bangalore,998,14,22,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,1,Covered
3,pune,900,3,11,Resale,Unfurnished,East,Garden/Park,2,2,1,Covered
